trail_name,user_name
Beck Hill,Stars                   Average: 3.2                     Matt Lane                     Tim Knox                     Raúl Gross                     Steve Baker                     Carson Greenhalgh                     Jeffrey B                     Ryan Gan                     Chris Brosious                     J.d. Holt                     Tom Nisson                     Tylar Laity                     Joel Love                     Brian Vaughn                     Leslie Kehmeier
Ogden BST - Waterfall Canyon to Beus Canyon,Stars                   Average: 3.5                     Bryson Howell                     Andres Fernandez                     Clayton Cole                     Michael Carter                     Ethan Meginnes                     Colby Wayment                     Kyler Albrechtsen                     Swingin Johnson
Carousel,Stars                   Average: 3.5                     Louis kosiba                     Dan 60D5H411                     Dan Olsavsky                     reuben bel                     Matt Karwoski                     Schuyler Crippen                     Dave Harrold                     Wendy Sweet
Stealth Trail,Stars                   Average: 3.4                     Happy Cycling                     Marc Sternfield                     Brian White                     MR Hall                     Dan T.                     Wayne R                     Will Nickell                     Alex Kirkpatrick                     Scott Cullins
Big Hole Loop,Stars                   Average: 3.5                     Raúl Gross                     mckay Burnside                     Alex Peterson                     Steve Gregory                     Austin Eddy                     Dallan Forsyth                     Epic Wolff                     Leisel Whitmore
Bonneville Shoreline Trail - Ensign Peak,Stars                   Average: 3.3                     Derek Allen                     KG                     Nathan Hardcastle                     Tav Hafner                     Chris F                     Dan T.                     Sandyclimbs40 Vojik                     Joshua Shepherd                     Jamie Leatham                     Andrew McAfee                     John Connolly                     Justin Johnson
Porcupine,Stars                   Average: 3.6                     Spencer Griffin                     Tyler Hill                     Brandon Russell                     ryan lower                     BackCountry Sortor
Catherine's Pass Trail,Stars                   Average: 3.6                     Noah Eckhouse                     darin vandecar                     Joe Smith                     Kirkwood Donavin                     Allen Tanner
John's 99,Stars                   Average: 3.6                     Mark Ridenour                     Aspen Warm                     tharlow harlow                     John Connolly                     Tom Robson
More Hoes,Stars                   Average: 3.6                     Aaron Roe                     Charlie Stump                     Colby DeCamp                     Johnny McConnell                     Brian Smith
Rowdy,Stars                   Average: 3.6                     Zak L                     Dan 60D5H411                     Chris Root                     David Darling                     Daniel Christianson
Miners Loop,Stars                   Average: 3.6                     Tim McCabe                     Tom Dancs                     Tim K                     Mike Anderson                     Kevin Still
Lower Serenity,Stars                   Average: 3.6                     Holly Godsey                     Tera Frank                     atfarley farley                     Kristin Thomas                     Luu Kee
Paper Airplane,Stars                   Average: 3.5                     Spencer C                     Daane H                     Matt Egan                     Bridger Lord                     Edward-Bam Lopez                     Tom Hanson
Highway 128 Paved Path,Stars                   Average: 3.7                     Brian Reyman                     Raúl Gross                     Brian Smith
Ogden Canyon Overlook Trail,Stars                   Average: 3.7                     Brodey Tremblay                     Brandon Avery                     Jackson Evans
South Draw Road,Stars                   Average: 3.7                     Andrew Mahn                     Mike Henderson                     Eric Ashley
Dry Canyon Trail #049,Stars                   Average: 3.7                     jason gerrard                     Mitch Wallker                     Jake Taylor
Red Butte North Trail,Stars                   Average: 3.7                     Derek Allen                     Caleb Gardner                     Jacob Crockett
Rattler,Stars                   Average: 3.3                     Landon Jorgensen                     Marc Sternfield                     Raúl Gross                     Ky Watson                     Mark Hauber                     Don Woodford                     Daaave                     Mark Michaels                     Braden Bentson                     atfarley farley                     matt barrus
Roadrunner,Stars                   Average: 3.7                     Raúl Gross                     Roger Edington                     Christina Hansen
Historic Babylon Trail,Stars                   Average: 3.7                     Matt Lane                     CCS 414                     Edward-Bam Lopez
Waterfall Canyon Trail,Stars                   Average: 3.7                     Bryson Howell                     Clayton Cole                     Michael Carter
Little Valley Loop Trail,Stars                   Average: 3.7                     Traci Rind                     Mark Hauber                     Megan W
Arch Loop,Stars                   Average: 3.7                     Adam McGowen                     Nick Wilder                     D L
Mojave,Stars                   Average: 3.7                     Forrest Gladding                     John Connolly                     Megan W
High Rollas,Stars                   Average: 3.7                     burnindaylight Davis                     David Sam                     Katy B
Potato Hill Trail,Stars                   Average: 3.5                     Marc Sternfield                     Mark Hauber                     Paul Jewkes                     Kristen Garner                     John Connolly                     Rick Freeman
Fazzari,Stars                   Average: 3.7                     Don Mccall                     Kyle Kunz                     Colby Wayment
Rojo Trail,Stars                   Average: 3.7                     Tim McCabe                     Aaron Roe                     Tildon Jones
Jackalope,Stars                   Average: 3.7                     Aaron Roe                     mark laughlin                     Brian Smith
Lakeshore Trail Section 2,Stars                   Average: 3.7                     Milt H.                     mark laughlin                     Zander Göpfert
Entrance Intermediate Trail,Stars                   Average: 3.4                     Kirkwood Donavin                     Max Haglund                     Stephanie Olsen                     John Connolly                     Max S.                     Dustin Hatch                     Zander Göpfert                     Ellie Avant
Solamere Connector,Stars                   Average: 3.7                     Jeff Chm                     Kayla Bobzien                     Tom Robson
Ghost Flats #7,Stars                   Average: 3.5                     Xander Mac                     mckay Burnside                     Colten Pendleton                     Andrew Mahn                     Liz                     Zander Göpfert
Moab Rim Trail,Stars                   Average: 3.1                     Michael Grindstaff                     F Felix                     Scott England                     Ananda LastName                     Ed Oak                     Chuck Riegel                     Paul Rakos                     Jeyrey R                     Christopher Caldwell                     Arnold Nimmo                     David Darling                     Chris Bondurant                     Minko Nikolov                     Zach Allen
Pair,Stars                   Average: 3.5                     Gerald Wing                     John Leyboure                     Tony Fagan                     Alex Kirkpatrick                     Pat Grewe                     Nick Wilder
Desert View,Stars                   Average: 3.4                     BK BK                     One Cone                     Patrick Kane                     Grant B                     Ryan Robinson                     Ken Hunt                     Leslie Kehmeier
Mill Canyon #40,Stars                   Average: 3.4                     JD Dawson                     Steffen Hauschild                     Tyson Clay                     Themore Weex                     Jared Crockett                     Mark Tuttle                     Leslie Kehmeier
Agate Loop,Stars                   Average: 3.3                     Stephanie Striefel                     Madison Walker                     Mack Przewozny                     Gary Hauser                     Rick Powelson                     David Darling                     Jamie Umbras                     Matt Sands                     Nick Wilder
Baby Steps Singletrack Loop 1,Stars                   Average: 3.4                     Aaron Gemmell                     A Estrada                     David Hendricks                     David Darling                     John Connolly                     Chip Loomis                     George Squibb                     Nick Wilder
Cross Canyon,Stars                   Average: 3.2                     Louis kosiba                     Zak L                     Jenny Montague                     Johnnie Hawkins                     Jessica Duggan                     Tom Dancs                     Rick Powelson                     Brenda Croell                     Jamie Umbras                     David Darling                     John Connolly                     Leslie Kehmeier
Jacob's (Jackson's) Ladder,Stars                   Average: 3.5                     Themore Weex                     Ry Zy                     Dirk Martin                     F Felix
Notch,Stars                   Average: 3.2                     Lost Justpastnowhere                     Clay Cooper                     Corey Kugler                     The Duke of Earl Grey                     Rob Urban                     San Juanderer                     F Felix                     Leslie Kehmeier                     Nick Wilder
White Trail,Stars                   Average: 3.2                     Matt Chamberlain                     MR Hall                     Matt Lane                     David Crane                     Kelsey McCallum                     Stewart Brough                     Lost Justpastnowhere                     Bryan Smith                     J R                     Leslie Kehmeier
Sand Flats Road,Stars                   Average: 3.5                     Alex Hagmuller                     Brian Smith
Riverview,Stars                   Average: 3.5                     Katy Scott Martin                     Doug Bauman                     Martin Briggs                     Zander Göpfert
Shay Ridge Trail (162),Stars                   Average: 3.5                     Dallin Tait 1                     Troy Benallie                     Michael Ahnemann                     Tom Robson
Sidewinder,Stars                   Average: 3.5                     Damian Echudi                     Jay Mitchell                     Amie Adams                     Thom Keyes
Leatham Hollow Trail,Stars                   Average: 3.5                     Cameron Swenson                     Brett Hurst                     Cody Morgan                     Chris Douglass
Luke's Trail,Stars                   Average: 3.5                     brat .                     Dylan Curtis                     Ken Hunt                     Dave Kelly
Red Reef East,Stars                   Average: 3.5                     Lost Justpastnowhere                     Raúl Gross                     Ryan G                     Tyson Clay
Maple Hollow Trailhead Access from Ann's Trail,Stars                   Average: 3.5                     Marc Sternfield                     Mark Hauber                     Alex L.                     Scott Sudweeks
Dike Trail,Stars                   Average: 3.5                     Brian Walsh                     Jacob Parker                     Rob Moore                     Zander Göpfert
City Creek Trail,Stars                   Average: 3.2                     Matt Lane                     Raúl Gross                     Kurt Shields                     Michael Bishop                     Bryan Hansen                     jacob bell                     Trent Sonderegger                     Ellie Avant                     Edward-Bam Lopez
Perimeter Trail,Stars                   Average: 3.3                     Peter Jensen                     Wes Wylie                     craig orr                     Gretchen HEINRICHS                     Brian Coffman                     Andrew Grabowski                     Matthew Magnotta
Terry's Tunnel,Stars                   Average: 3.4                     Tim McCabe                     Chris W                     Kory Davis                     marximillian kittalini                     Nick Wilder
Iron Bill,Stars                   Average: 3.1                     Brett Jacobson                     Don Woodford                     David Jordan                     Annie Ochs                     Jackson Bodtker                     John Connolly                     lbz Lacey                     Chris Ho                     Olivier Brand                     Dan T.                     Steve Hales
Gold Bar,Stars                   Average: 3.3                     Patrick Burns                     Court Fetter                     Oliver C                     Bianca Sciarretta                     David Darling                     Michael Ahnemann
BST: Deer Fence,Stars                   Average: 3.3                     Peace CrazyCool                     Paul Op                     Tyler Brooks                     Chris Driessen                     Rick Powelson                     Chad Lowe                     Colton Packard
River Trail,Stars                   Average: 3.3                     Tyson Roberts                     Rick Powelson                     Jake Hawley                     Chad Lowe                     Travis Anderson                     Bryce Mihalevich                     Colton Packard
Bonneville Shoreline,Stars                   Average: 3.3                     Devin Bagley                     Spencer Peterson                     Chad Lowe                     Travis Anderson                     Bryce Mihalevich                     Colton Packard
Wrangler,Stars                   Average: 3.3                     Steve Baker                     Dan 60D5H411                     Follow My Lines                     Chris Root                     David Darling                     Daniel Christianson
Topspin,Stars                   Average: 3.3                     Bastien Pz                     Tom Dancs                     Brendan Edwards                     Dan Olsavsky                     Raúl Gross                     Mike Gordon                     Wendy Sweet
Cobblestone Loop,Stars                   Average: 3.3                     David Sam                     Lucas Freigenberg                     John Connolly                     Alec LaLonde                     matt barrus                     Scott Cullins
Lower Krüzer,Stars                   Average: 3.3                     Sean Ryan                     David Nilson                     Kirkwood Donavin                     Skyler Fredrickson                     Sam Chapman                     atfarley farley                     Luu Kee
Cove Wash Access Trail,Stars                   Average: 3.3                     Matt Lane                     Michael Martori                     Raúl Gross                     Dave Pearson                     Kyle Seljaas                     J R
Tipple,Stars                   Average: 3.3                     Matt Lane                     Raúl Gross                     Ryan G                     Kay Waters                     Daaave                     Tyson Clay
Sidestep (North),Stars                   Average: 3.3                     Dave Smith                     Nathan Gregory                     Aaron Gemmell                     A Estrada                     Claude Guay                     David Hendricks                     Kevin Still
Lathrop Canyon,Stars                   Average: 3.5                     Mojie Nixon                     F Felix
Skyline NRT #225,Stars                   Average: 3.5                     Kyle Blackner                     zachnielsen999 Nielsen
Juniper Flow,Stars                   Average: 3.5                     Brendan Murton                     Evan S.
Blackhawk Trail #084,Stars                   Average: 3.5                     Forrest Gladding                     Brian Smith
Coyote Hollow Road (FSR #113),Stars                   Average: 3.5                     Bryan Smith                     Claudia Guzman
Doctor's Dozen,Stars                   Average: 3.5                     Spencer C                     Tom Hanson
Jimmy Reed Creek - Bosman #064,Stars                   Average: 3.5                     Beau Paisley                     zachnielsen999 Nielsen
White Pine Lake,Stars                   Average: 3.5                     Mavrick Robbins                     Colton Packard
Lower Riverview Trail,Stars                   Average: 3.5                     Martin Briggs                     Luu Kee
Salamander Flat Trail #150,Stars                   Average: 3.5                     Forrest Gladding                     Brian Smith
Upper Albion Meadows Trail,Stars                   Average: 3.5                     Tim McCabe                     Allen Tanner
Western Mesa,Stars                   Average: 3.5                     Nick Wilder                     D L
Js Grunt,Stars                   Average: 3.5                     Matt Lane                     Ben Toolson
Dead Tree Trail,Stars                   Average: 3.5                     John Connolly                     Nick Wilder
Floating Rocks,Stars                   Average: 3.5                     Leron Lechtenberg                     Rusty Seeley
Moose Hollow,Stars                   Average: 3.5                     Zander Göpfert                     Chris Ho
Red Potato Hill,Stars                   Average: 3.5                     Lincovich Hudson                     Alex Kirkpatrick
Hideout-Carter Creek Spur #002.A,Stars                   Average: 3.5                     Heather Matthews                     Eric Gardey
Lakeshore Trail Section 1,Stars                   Average: 3.5                     mark laughlin                     Zander Göpfert
Mustang Pass,Stars                   Average: 3.5                     Matt Lane                     Ben Toolson
Aqueduct,Stars                   Average: 3.5                     Brett Jerman                     Dallin Webb
Pine Hollow #47,Stars                   Average: 3.5                     Forrest Gladding                     Leslie Kehmeier
Par Course Trail,Stars                   Average: 3.5                     Carter Parsons                     Michael Carter
Pond Trail,Stars                   Average: 3.5                     Carter Parsons                     Michael Carter
The Upper Avenues,Stars                   Average: 3.5                     Zander Göpfert                     Chris Ho
Dean's Delight,Stars                   Average: 3.5                     Tim McCabe                     Luu Kee
Bear Hollow Trail,Stars                   Average: 3.5                     Colton Packard                     Tom Robson
Bottom Trail,Stars                   Average: 3.5                     Chad Staten                     Liz
Dog Pound,Stars                   Average: 3.5                     John Connolly                     Nick Wilder
Ontario Loop,Stars                   Average: 3.5                     Tom Robson                     John Connolly
A Line,Stars                   Average: 3.5                     Noah Airmet                     Megan W
East Trail,Stars                   Average: 3.5                     naytlo Lowe                     Tom Robson
C Line,Stars                   Average: 3.5                     Noah Airmet                     Megan W
Lower Riverview ST,Stars                   Average: 3.5                     Martin Briggs                     Zander Göpfert
D Line,Stars                   Average: 3.5                     Noah Airmet                     Megan W
B Line,Stars                   Average: 3.5                     Noah Airmet                     Megan W
Jumbled Jonah,Stars                   Average: 3.5                     Matt Lane                     Raúl Gross
Historic Union Pacific Rail Trail,Stars                   Average: 3.1                     Pattrapan Samranjit                     jeramy Boileau                     Tanner Nelson                     Spencer Griffin                     Randy Goddard                     John Connolly                     Tom Robson
Hunter Canyon Rim,Stars                   Average: 3.3                     James Thomas                     David Darling                     F Felix
Lower Indian Creek Trail (021),Stars                   Average: 3.3                     Landon Monholland                     Brian Vaughn                     Eric Ashley
Princess Di Trail,Stars                   Average: 3.3                     Daniel Butters                     craig orr                     Aaron McCombs
Birdsong Trail,Stars                   Average: 3.1                     Carter Parsons                     Bryson Howell                     Alex Wadell                     Clayton Cole                     Michael Carter                     Colby Wayment                     Swingin Johnson
Whiptail Trail,Stars                   Average: 3.3                     Curtis Hansen                     J R                     Zander Göpfert
Mt. Van Cott Trail,Stars                   Average: 3.2                     David Hall                     Marshall Emsley                     Aaron Wallace                     Robert M                     Josh Kraushaar                     Jacob Crockett
Hog Hollow Road,Stars                   Average: 3.3                     Chase L                     Kat Simpson                     Michael Gibby
Upper Wheeler Creek Trail,Stars                   Average: 3.2                     Dan Freeman                     Bryson Howell                     Philip Jackson                     Jesse Fuller                     Bridger Lord                     Brian Smith
Bulldog Trail (504),Stars                   Average: 3.3                     Megan W                     Caleb Joyce                     Tom Robson
Salt Wash,Stars                   Average: 3.2                     Chris W                     Sara Boyd                     Ryan Hubbell                     Philippe Heroux                     Chip Loomis                     Leslie Kehmeier
Solamere,Stars                   Average: 3.3                     Jeff Chm                     tharlow harlow                     Tom Robson
Bow Hunter,Stars                   Average: 3.3                     Rob Griz                     John Connolly                     Nick Wilder
Malachite,Stars                   Average: 3.3                     Tim McCabe                     Claude Guay                     Kevin Still
BST: Flight Park to Mike Weir,Stars                   Average: 3.2                     Jake Vellinga                     Brian Kruse                     Mark Michaels                     Cody Coonradt                     Clayton Preece                     Rick Freeman
Bill's Sandy,Stars                   Average: 3.3                     Leron Lechtenberg                     Dylan Curtis                     Dave Kelly
Fink Again,Stars                   Average: 3.2                     Jon Lane                     Kris Karner                     David K                     Alex Kirkpatrick                     atfarley farley                     Tagert Young
Deer Crest,Stars                   Average: 3.3                     Marc Sternfield                     tharlow harlow                     atfarley farley                     Nick Wilder
Spin Cycle,Stars                   Average: 3.2                     Jacob Crockett                     Eric Morgan                     Dieter Holsteinn                     Brett Jerman                     Megan W
Woody's World,Stars                   Average: 3.2                     Bridger Lord                     Derek Allen                     John Arrington                     Edward-Bam Lopez                     Tom Hanson
Lizard Foot,Stars                   Average: 3.2                     Kristen Arendt                     Greg After                     Grant B                     Jen Uurtamo                     Ken Hunt
Middle Fork Wheeler Creek Trail,Stars                   Average: 3.3                     Jeffery Speelman                     Michael Carter                     John Connolly                     Brian Smith
BST: Draper Section,Stars                   Average: 3.2                     Marc Sternfield                     Mark Hauber                     Maggie Mcandrews                     Mark Michaels                     Eric Ashley
Buffalo Head,Stars                   Average: 3.2                     BK BK                     Kristen Arendt                     Grant B                     Ryan Robinson                     Ken Hunt
Amasa Back Access Trail,Stars                   Average: 3.3                     Ben Hall                     Tim McCabe                     Karsten Auston                     Mack Przewozny
Leeds Reef Trail,Stars                   Average: 3.3                     Matt Lane                     Raúl Gross                     Daaave                     Kevin Christopherson
Baby Steps Singletrack Loop 2,Stars                   Average: 3.3                     David Darling                     John Connolly                     Chip Loomis                     Nick Wilder
Inside Passage,Stars                   Average: 3.3                     Ashley Davis                     Tom Dancs                     Evan Ely                     Eric Ashley
Gemini Bridges Jeep Road,Stars                   Average: 2.5                     Owen Donnelly                     Edward Baird                     Lost Justpastnowhere                     akscrambler                     Jonathan Rover                     Gunner Smith                     Tom Dancs                     Clayton Saltijeral                     M C                     Gary Hauser                     Ulysses Yarbrough                     Hunter R                     Josh C                     Tommy Gun                     Tracy Hoffman Cindy Iuzzolino                     Clay Johnson                     Tom Robson
North Red Butte Skyline Nature Trail,Stars                   Average: 2.9                     Jennifer Lyons                     Raúl Gross                     Derek Allen                     Maggie Mcandrews                     Sebastian Castro                     Dan T.                     Ian Fox                     Jesse Kyriakopoulos                     Tagert Young
Wheeler Canyon,Stars                   Average: 3.0                     Jack Lee                     Bryson Howell                     Bridger Lord                     Dan T.                     John Connolly                     Brian Smith
Naildriver,Stars                   Average: 3.0                     Rick Powelson                     Tabby Carroll                     atfarley farley                     John Connolly                     Katy Ryan                     Megan W
Jackson Hole,Stars                   Average: 3.0                     Nichele Dunn                     Ali Plantz                     Ry Zy                     Dirk Martin                     F Felix
Hideout-Carter Creek Trail #002,Stars                   Average: 3.0                     Brent Giles                     M P                     Lisa Anderson                     Marion Wohlrab                     Eric Ashley
Mountain View Trail,Stars                   Average: 3.0                     Joe Panushka                     Colby Wayment                     Whit Wheeler                     Edward-Bam Lopez
White Pine Lake Trail #025,Stars                   Average: 3.0                     Oliver Bennett                     Steve Mayer                     Raquel R                     Allen Tanner
Jedi Slickrock,Stars                   Average: 3.0                     neariah gil                     Trevor Timmons                     Jack Crutchfield                     Tom Robson
Marathon Trail,Stars                   Average: 3.0                     Erich Toll                     Epic Wolff                     Cam Ross                     Kevin Christopherson
Team Big Bear,Stars                   Average: 3.0                     elan sturtz                     John Connolly                     Matt Hage                     Tom Robson
Ogden BST - Jumpoff Canyon to One Horse Canyon,Stars                   Average: 3.0                     B man                     John Connolly                     Langdon DeCamp                     Don Woodford
Graduate,Stars                   Average: 3.0                     Kris Karner                     Alex Kirkpatrick                     atfarley farley                     Tagert Young
Petrified Whales,Stars                   Average: 3.0                     Matt Lane                     Raúl Gross                     Steve Gregory                     Eric Ashley
Behind the Reef Road,Stars                   Average: 3.0                     Steven Schiff                     Gordon Bronson                     F Felix
Goulds Rim,Stars                   Average: 2.8                     Lost Justpastnowhere                     Raúl Gross                     Chip Loomis                     Jodi Grotegut                     Jason Van Horn                     Mark Mastalski                     Bela Bauer                     Kevin Christopherson
Hidden Valley,Stars                   Average: 2.7                     Ananda LastName                     Mark McDonald                     Jeyrey R                     Ben Calvert                     Michael Hirsch                     San Juanderer                     Minko Nikolov                     Zach Allen                     F Felix
Sovereign ATV Loop,Stars                   Average: 3.0                     Olivia Shan                     John Connolly                     Nick Wilder
Service Road to Bonneville Shoreline Trail,Stars                   Average: 3.0                     Jess Thayer                     Joshua Shepherd                     Jamie Leatham
Matt's Flat,Stars                   Average: 3.0                     Elvin Chan                     Jenn Krogue                     Tom Robson
Dowd Mountain Doubletrack #613,Stars                   Average: 3.0                     Kevin Taylor                     Heather Matthews                     Eric Gardey
Sage,Stars                   Average: 3.0                     Andrew Grabowski                     Brett Jerman                     Dallin Webb
BST: Hyrum Section,Stars                   Average: 3.0                     Ammon Hepworth                     Rick Powelson                     Eric Ashley
Tibble Fork #41,Stars                   Average: 3.0                     Jared Crockett                     Mark Tuttle                     Leslie Kehmeier
Thaynes Road,Stars                   Average: 3.0                     Alex Kirkpatrick                     Allen Tanner                     Megan W
Crazy 8,Stars                   Average: 3.0                     Trevor Thurman                     Jacob Crockett                     Arthur Turlak
Great Western Trail: Little Baldy,Stars                   Average: 3.0                     Matt lee                     Scott Brady                     Nathan Clark
Dry Canyon Trailhead to Lindon: Downhill on the Foothill part…,Stars                   Average: 3.0                     Travis Jewett                     Jake Taylor                     Trevor Lindgren
Playground,Stars                   Average: 3.0                     Matt Lane                     abdul jafar                     Raúl Gross
Four Point,Stars                   Average: 3.0                     Marc Sternfield                     John Connolly                     Nick Wilder
Chauner's Loop,Stars                   Average: 3.0                     Tim McCabe                     John Connolly                     Allen Tanner
Holman Ridge - Cabin Flat #172,Stars                   Average: 3.0                     darin vandecar                     Alonso Topete                     Leslie Kehmeier
Goosebump Rideout,Stars                   Average: 2.8                     Brett Wirick                     Lost Justpastnowhere                     Matt Lane                     David Canadian                     Jeremiah Thomas                     Eric Decker
Kane Creek Canyon Trail,Stars                   Average: 3.0                     F Felix                     Spencer Weiler
Peavine Corridor Jeep Road (089),Stars                   Average: 3.0                     Matthew Good                     Tom Robson
Black Dragon Canyon,Stars                   Average: 3.0                     Dan M                     Gosia Lieske
Bonneville Shoreline Trail - SLC to NSL,Stars                   Average: 3.0                     Sandyclimbs40 Vojik                     Jamie Leatham
Corner Canyon Rd,Stars                   Average: 3.0                     Marc Sternfield                     Mark Michaels
Peruvian Gulch Trail,Stars                   Average: 3.0                     Yo Eddy                     Allen Tanner
Columbus Hillside,Stars                   Average: 3.0                     Jesse Moore                     Jamie Leatham
BST: Fernwood - Layton Ridge,Stars                   Average: 3.0                     Josh Gary                     Spencer Griffin
Rosebud's Heaven,Stars                   Average: 3.0                     Chris Hendrickson                     Tom Robson
Bloomington Microloop,Stars                   Average: 3.0                     Kyler Albrechtsen                     Kevin Christopherson
Pleasant Creek Road,Stars                   Average: 3.0                     Mike Henderson                     Eric Ashley
FR 168,Stars                   Average: 3.0                     Mike Henderson                     Zander Göpfert
Dutchman Way,Stars                   Average: 3.0                     Brian Cutting                     Leslie Kehmeier
Boren Mesa (#037),Stars                   Average: 3.0                     Andrew Aitken                     Chris Wandervans
Zen Connector,Stars                   Average: 3.0                     Raúl Gross                     J R
Main Line Beginner Trail,Stars                   Average: 3.0                     Noah Airmet                     Megan W
Willow Creek Trail,Stars                   Average: 3.0                     Rick Powelson                     Kristen Arendt
Homeward Bound,Stars                   Average: 3.0                     Nick Wilder                     Michael Ahnemann
BST: Bair Canyon - East Mountain,Stars                   Average: 3.0                     Ben Anderson                     Spencer Griffin
Panorama Viewpoint,Stars                   Average: 3.0                     F Felix                     Nick Wilder
1000 Turns,Stars                   Average: 3.0                     Bryan Hansen                     Dallin Webb
Clark Lake Loop Trail #144,Stars                   Average: 3.0                     Derek Baser                     Zander Göpfert
Mill Creek,Stars                   Average: 3.0                     Matt Lane                     Ben Toolson
Sunset,Stars                   Average: 3.0                     John Connolly                     Michael Ahnemann
Azurite,Stars                   Average: 3.0                     Tim McCabe                     Kevin Still
Skintoe Trail #6319,Stars                   Average: 3.0                     Maggie Mcandrews                     Milodog Hennessy
Muddy Trail,Stars                   Average: 3.0                     Nick Przybysz                     Chad Staten
Wildcat,Stars                   Average: 3.0                     Taylor Lemon                     Tom Fulton
Hoth,Stars                   Average: 3.0                     zachnielsen999 Nielsen                     Lane Tucker
Solis Way,Stars                   Average: 3.0                     Dylan Curtis                     Dave Kelly
Needles Practice Loop,Stars                   Average: 3.0                     Len T                     BackCountry Sortor
Fins & Things,Stars                   Average: 3.0                     F Felix
Great Western Trail (GWT): Sheep Trail,Stars                   Average: 3.0                     Chris Ho
Apex Mine Road,Stars                   Average: 3.0                     Ben Toolson
Canyon Rims Traverse,Stars                   Average: 3.0                     F Felix
Comb Wash Road,Stars                   Average: 3.0                     Eric Ashley
Old Highway 29 - Joe's Valley Reservoir to Skyline Drive,Stars                   Average: 3.0                     Ted Stroll
Losee Canyon Trail #33090,Stars                   Average: 3.0                     Steffen Hauschild
Fruit Bowl,Stars                   Average: 3.0                     F Felix
La Sal Pass Road,Stars                   Average: 3.0                     Brendan Edwards
Vega Creek Trail (164),Stars                   Average: 3.0                     Eric Ashley
BST: Orem to Provo Canyon,Stars                   Average: 3.0                     Zander Göpfert
The Water's Way Out,Stars                   Average: 3.0                     F Felix
Green River Daily,Stars                   Average: 3.0                     F Felix
Chicken Corners Jeep Road,Stars                   Average: 3.0                     F Felix
Ruby Rim Loop 33072,Stars                   Average: 3.0                     Lost Justpastnowhere
Big Bear Geyser,Stars                   Average: 3.0                     Leslie Kehmeier
Three Mile Canyon Trail,Stars                   Average: 3.0                     Aaron McCombs
Where Eagles Dare (WED),Stars                   Average: 3.0                     Leslie Kehmeier
Fire Break Rd,Stars                   Average: 3.0                     C Broome
Coldwater Canyon Trail,Stars                   Average: 3.0                     Liz
Pine Creek Trail,Stars                   Average: 3.0                     Colby Wayment
Lame Horse Trail #055,Stars                   Average: 3.0                     Jared Crockett
3D Jeep Road,Stars                   Average: 3.0                     Leslie Kehmeier
Germania Pass via East Greeley,Stars                   Average: 3.0                     Allen Tanner
Race Loop,Stars                   Average: 3.0                     Nathan Clark
Rich Trail #33092,Stars                   Average: 3.0                     Steffen Hauschild
Loafer Mountain Trail #098,Stars                   Average: 3.0                     Brian Smith
Clark Lake Trail #141,Stars                   Average: 3.0                     Zander Göpfert
North River Road,Stars                   Average: 3.0                     Edward-Bam Lopez
The Bunker,Stars                   Average: 3.0                     Chad Staten
Red Ledges Trail (019),Stars                   Average: 3.0                     Eric Ashley
West Mountain Road,Stars                   Average: 3.0                     Ben Toolson
Behind the Rocks Loop Shortcut,Stars                   Average: 3.0                     F Felix
Holman Trail #039,Stars                   Average: 3.0                     Leslie Kehmeier
Lariat,Stars                   Average: 3.0                     Mike Bentley
Collins Gulch Road,Stars                   Average: 3.0                     Allen Tanner
The Avenues,Stars                   Average: 3.0                     Chris Ho
Dowd Mountain Road #094,Stars                   Average: 3.0                     Kevin Taylor
Jupiter Peak Road,Stars                   Average: 3.0                     Nick Wilder
Razorback Wash #6,Stars                   Average: 3.0                     Zander Göpfert
BLM 1101,Stars                   Average: 3.0                     mark laughlin
Ireland,Stars                   Average: 3.0                     Nathan Clark
Tusher Wash Road,Stars                   Average: 3.0                     Leslie Kehmeier
Willow Hollow Trail #159,Stars                   Average: 3.0                     Brian Smith
Cutler Creek Trail,Stars                   Average: 3.0                     Edward-Bam Lopez
Steel Hollow,Stars                   Average: 3.0                     Colton Packard
Rademan Ridge,Stars                   Average: 3.0                     Tom Robson
Corkscrew,Stars                   Average: 3.0                     Tom Fulton
Silver Summit Neighborhood Path,Stars                   Average: 3.0                     Aaron McCombs
Observation Point Trail,Stars                   Average: 3.0                     Lane Tucker
Bull Run Connector,Stars                   Average: 3.0                     Paul S
Sunrise Drive,Stars                   Average: 3.0                     Chris Ho
Forest Road 0041,Stars                   Average: 3.0                     Ted Stroll
Trail 51,Stars                   Average: 3.0                     Nathan Clark
Ruby Rim B Loop 33072B,Stars                   Average: 3.0                     Lost Justpastnowhere
La Dee Duh,Stars                   Average: 3.0                     Luu Kee
Blind Hollow Trail,Stars                   Average: 3.0                     Colton Packard
7-Up to Rocky Tops Connector,Stars                   Average: 3.0                     Chad Cook
Hi Hunt #228 (Big Flat to Three Creeks),Stars                   Average: 3.0                     zachnielsen999 Nielsen
Bovine,Stars                   Average: 3.0                     Zander Göpfert
Betty,Stars                   Average: 3.0                     Nathan Clark
Red ATV Trail #8,Stars                   Average: 3.0                     Zander Göpfert
Lousy Jim Creek Trail #163,Stars                   Average: 3.0                     zachnielsen999 Nielsen
Slickrock Spur Trail,Stars                   Average: 3.0                     Nick Wilder
Sidestep (South),Stars                   Average: 3.0                     Kevin Still
